賠償責任保険などで導入されている優良戻し制度は、メリット料率の一形態である何に分類されますか？,遡及料率算定法です。
損害保険料率算出団体に関する法律で、料率団体の算出する参考純率及び基準料率は、合理的かつ妥当であり、かつ「_____」であってはならないと規定されています。,不当に差別的なもの
料率が合理的細分化されていない場合に生じる問題の一つで、保険会社が採算の合わないリスクグループの引受けに消極的になることを何と呼びますか？,保険の入手可能性（アベイラビリティ）の阻害です。
リスク分類のための危険標識を選択する際に留意すべき点として、統計的差異だけでなく、常識の範囲で理解される「_____」があることが挙げられます。,社会的に受け入れられる客観性
公平な保険料とは、それが個々の被保険者の何に見合っているかということですか？,期待損害額です。
EU司法裁判所がEU指令に違反すると決定し、2012年12月21日以降の新規契約で保険料差を設けることができなくなった危険標識は何ですか？,性別です。
危険標識の選択基準として、料率分類基準と危険度との間に「_____」がなければなりません。,合理的相関関係
料率分類基準は、契約者の主観や恣意性が働くことなく、分類の「_____」が明確にできるべきです。,線引き
被保険者の自己コントロール努力で改善できる危険標識を用いることの利点は、何の促進効果が期待できることですか？,損害防止・軽減への促進効果です。
クラス料率算定法において織り込めない個々のリスクを事後的に調整する機能を持つ制度の例を挙げてください。,自動車保険のメリット・デメリット料率制度や、賠償責任保険の優良戻し制度などです。
新たな料率分類基準を導入する際の実務的な考慮点として、料率細分化による便益がその何に見合うものであるかを考える必要がありますか？,コストです。
新料率制度への移行時に保険料が大幅に引き上げられる契約者からの強い反対を避けるために、通常どのような措置がとられますか？,激変緩和措置です。
1997年のリスク細分型自動車保険の解禁に際し、当時の大蔵省が社会的混乱を回避するために設けたものは何ですか？,「リスク細分型自動車保険のガイドライン」です。
米国の残余市場（residual market）とは、どのような消費者に保険カバーを提供するためのものですか？,一般的な任意の保険市場で保険に加入できない消費者です。
米国の残余市場の引受機構で、多くの州が採用しているものは何ですか？,Automobile Insurance Plan (AIP)です。
付加保険料を構成する要素のうち、保険会社の人件費と物件費を賄うべき部分を何といいますか？,社費です。
付加保険料を構成する社費と代理店手数料を合わせたものを何と呼びますか？,事業費です。
損害調査費用のように保険金支払業務にかかる費用は、純保険料ではなく何から賄われていますか？,社費です。
損害保険料におけるマージンは、保険料算定上、何という名前で織り込まれていますか？,利潤です。
地震保険や自動車損害賠償責任保険のように、ノーロス・ノープロフィットが原則の保険では、何が見込まれていませんか？,利潤です。
付加保険料の付加方式のうち、営業保険料の一定割合とする最も基本的な方式は何ですか？,定率方式です。
火災保険や傷害保険で一般的に用いられ、社費を保険金額に対し定率で付加する方式を何といいますか？,社費定率（対保険金額）方式です。
企業の行う活動をアクティビティに細分化し、これを基準に経費の配賦を行うことで、より精ちな原価計算を可能にする手法は何ですか？,"活動基準原価計算（Activity-Based Costing, ABC）です。"
原価計算理論において、過去の事業費の実績のように、偶然な変動を反映する原価を何といいますか？,実際原価（actual costs）です。
科学的手法で設定した達成目標となる規範原価（should cost）を何といいますか？,標準原価（standard cost）です。
競争的市場において、保険会社は実際原価にマージンを加えて販売することが困難なため、事業費を付加保険料以内にコントロールする「_____」が重要な課題となります。,原価管理
料率が適正水準にあるか否かについての検証を行い、必要に応じて適切な料率調整を行うことを何といいますか？,料率検証です。
長期契約において、保険会社の運用実績が予定利率を下回る場合に発生する損失を何といいますか？,逆ザヤです。
火災危険度を構成する3要素とは、出火頻度、罹災範囲と何ですか？,損傷率です。
火災危険度式 $r = f \cdot v \cdot d$ において、$f$ が表すものは何ですか？,出火頻度です。
火災危険度式 $r = f \cdot v \cdot d$ において、$v$ が表すものは何ですか？,平均罹災範囲です。
火災危険度式 $r = f \cdot v \cdot d$ において、$d$ が表すものは何ですか？,損傷率です。
火災危険に影響を与える諸要因を分類した5つの危険要素とは、所在地、建物構造、用途、環境と何ですか？,消防火設備です。
火災危険の地域差を検討する工学的測定法で、都市の街区を単位として火災危険度を求める手法は何ですか？,新都市火災危険度算定法です。
火災保険において、地震・噴火などによって生じた火災損害は、原則として担保されますか？,いいえ、地震火災費用保険金を除き担保されません。
風災危険度の算定において、工学的事故発生モデルを用いて被害を推定する対象は何ですか？,未発生台風災害です。
地震保険の基準料率算定では、どのような地震を対象に被害を推定していますか？,「確率論的地震動予測地図」の作成に使用された全ての地震です。
火災保険の参考純率は、住宅物件、一般物件、工場物件と何に区分されていますか？,倉庫物件です。
火災保険の長期契約において、保険期間1年間の料率に乗じて保険料を算出する係数を何といいますか？,長期係数です。
リスク細分型自動車保険において、年齢による純保険料率間の格差の上限は何倍と規定されていますか？,3.0倍以下です。
リスク細分型自動車保険において、性別による純保険料率間の格差の上限は何倍と規定されていますか？,1.5倍以下です。
リスク細分型自動車保険において、地域による純保険料率間の格差の上限は何倍と規定されていますか？,1.5倍以下です。
自動車保険の参考純率において、自家用普通乗用車などは、型式ごとの損害率に基づいて何クラスに区分されていますか？,17クラスです。
自動車保険において、総付保台数10台以上の契約者を何と呼びますか？,フリート契約者です。
自動車保険において、総付保台数9台以下の契約者を何と呼びますか？,ノンフリート契約者です。
ノンフリート契約者に適用される、既往の無事故年数や事故歴に応じた等級別の割増割引制度を何といいますか？,ノンフリート等級別料率制度です。
ノンフリート等級別料率制度において、前契約のない新規契約は何等級から始まりますか？,6等級です。
ノンフリート等級別料率制度において、3等級ダウン事故が1件あった場合、翌年度以降何年間「事故有係数」が適用されますか？,3年間です。
普通傷害保険の料率は、被保険者の何によって3つの区分が設けられていますか？,職業・職種です。
普通傷害保険の職業級で、危険度の低い事務職などは何級に分類されますか？,A級です。
海外旅行傷害保険の料率は、何によって区分別に算出されていますか？,担保する期間（旅行期間）です。
生産物賠償責任（PL）保険の料率体系は、何に基づく区分となっていますか？,対象生産物の区分です。
動産総合保険の料率は、一般的に何と何の料率に区分して算出されますか？,火災危険料率とその他の危険料率です。
医療費用保険や介護費用保険では、被保険者の何により危険の度合いに顕著な差が生じますか？,年齢
長期の疾病保険の責任準備金計算で用いられる、日本アクチュアリー会が作成した予定死亡率は何ですか？,第三分野標準生命表2018です。
長期の疾病保険において、保険契約者が中途で解約した場合に支払われるお金を何といいますか？,解約返れい金です。
保険料払込期間中に所定の事由が発生した場合、将来の保険料の払込みを免除する制度を何といいますか？,保険料の払込免除制度です。
積立保険の営業保険料を構成する三つの要素は何ですか？,危険保険料、付加保険料、積立保険料です。
積立保険の保険料計算で、履行期の異なる債権・債務を評価する際に用いる約定金利を何といいますか？,予定利率です。
積立保険において、保険金の支払によって保険契約が終了する（満期返れい金を支払わない）契約が発生する確率を何といいますか？,予定契約消滅率です。
積立保険において、保険期間中の運用利回りが予定利率を上回った場合に支払われるものを何といいますか？,契約者配当（利差配当）です。
積立保険の機能の一つで、保険料不払いの場合の失効防止策として、保険料を自動的に貸し付ける制度を何といいますか？,保険料の振替貸付制度（自振貸付）です。
