積立保険において、将来支払うと推定される満期返戻金の複利現価相当額を積み立てる責任準備金を何というか。,払戻積立金
責任準備金の計算方法で、過去の収支の累積から算出する方法を過去法と呼ぶのに対し、将来の収支の現価から算出する方法を何というか。,将来法
分割払契約において、新契約社費などの初年度経費を全保険期間にわたって償却していく考え方に基づく積立保険料を何というか。,チルメル式積立保険料
積立保険の契約者配当は、主に何の差益によって生じるか。,利差（運用利回りが予定利率を上回った場合）
積立保険料とその運用成果に係る勘定を他の勘定と区分して把握するために導入されている勘定は何か。,積立勘定
契約者配当準備金のうち、積立勘定における一般貸倒引当金の機能を持つものは何か。,契約者配当準備金（未割当）
地震保険の責任準備金は、「地震保険に関する法律施行規則」により、_____として積み立てることとされている。,危険準備金
地震保険の危険準備金は、主に何と何の合計額を累積して積み立てるか。,正味純保険料と資産運用益
自賠責保険の会計処理は、会計上の損益が発生しない原則に基づいているが、この原則を何というか。,ノーロス・ノープロフィット
自賠責保険の責任準備金のうち、純保険料に係るもので、引受年度別に第4年度末まで積み立てるものを何というか。,義務積立金
自賠責保険の義務積立金のうち、契約初年度から5年を経過した契約年度にかかるものは、何という準備金に繰り入れられるか。,調整準備金
自賠責保険の責任準備金のうち、純保険料部分の留保資金から発生する運用益を積み立てるものを何というか。,運用益積立金
自賠責保険の責任準備金のうち、付加保険料部分の収支残およびその運用益を積み立てるものを何というか。,付加率積立金
保険会社向けの総合的な監督指針において、当分の間、第三分野以外の損害保険契約は「保険料積立金」ではなく_____として区分するとされているか。,未経過保険料
損害保険料率算出機構が作成し金融庁長官が検証した予定死亡率や国債金利等に基づき計算される責任準備金は何か。,標準責任準備金
自然災害リスクに対応した未経過保険料の計算において、R（大規模自然災害ファンド）の計算が困難な場合、Rに何を乗じた金額で代用できるか。,50/100
異常危険準備金の取崩計算において、会計上のグループ取崩額は、告示の異常災害損失と算方書取崩許容額のいずれか_____な金額となる。,少額
2022年度税制改正後の火災グループ（火災、風水害）の異常危険準備金の特例積立率は何%か（無税積立残高が正味収入保険料の30%以下の場合）。,10%
2022年度税制改正後の貨物・運送グループの異常危険準備金の特例積立率は何%か（無税積立残高が正味収入保険料の30%以下の場合）。,6%
火災保険の異常危険準備金において、積立上限額は再現期間_____年に対応する災害の推定正味支払保険金を下回らない額とされる。,70
危険準備金Ⅳのストレステストの対象外となる保険契約の例を一つ挙げよ。,保険期間が1年以下の保険契約（更新時に保険料率の変更をしないことを約したものを除く）
積立保険料の算出において、各回の保険料を均等として求める考え方を何というか。,平準式
地震保険の危険準備金は、阪神・淡路大震災後、普及促進のための_____費用を支出した場合に取り崩すことが認められた。,広告・宣伝
自賠責保険の責任準備金は、自賠法第_____条の3において、収支差額および運用益の全額を積み立てることが規定されている。,28
「契約者価額」とは、算方書に記載されている「_____の額その他の被保険者のために積み立てるべき額を基礎として計算した金額」を指す。,返戻金
未経過保険料の算出で用いられる1/12法は、保険期間の始期がすべて_____にあると考える方法である。,月末
初年度収支残高の計算において、控除される「事業費」には減価償却費、税金、諸引当金積増額は_____。,含まない
原子力保険の異常危険準備金の繰入率は、税法上何%以下とされているか。,50%
危険準備金Ⅳのストレステストを行う契約区分は、「原則として_____を同じくする契約区分ごと」とされている。,基礎率
負債十分性テストを行う期間は、少なくとも何年間とされているか。,10年間
払戻積立金の計算において、履行期の異なる債権・債務を評価する際に用いる約定金利を何というか。,予定利率
保険業法第114条では、株式会社である保険会社が契約者配当を行う場合、_____な分配をするための基準に従うことを求めている。,公正かつ衡平
自賠責保険において、義務積立金と調整準備金は_____保険料部分の収支から、付加率積立金は_____保険料部分の収支から積み立てられる。,純、付加
