内閣府令第5条によれば、参考純率が「不当に差別的でない」ための要件は何か？,危険の区分及び参考純率の水準が、危険の区分の間の実態的な危険の格差に基づき適切に設定されていること。
日本の経済における公正かつ自由な競争を促進することを目的とする法律は何か？,私的独占の禁止及び公正取引の確保に関する法律（独占禁止法）。
損害保険料率算出団体が_____を算出する行為は、独占禁止法の適用除外とされている。,基準料率
保険業法第101条第1項第1号により、独占禁止法の包括的適用除外とされる保険事業を4つ挙げよ。,航空保険事業、原子力保険事業、自動車損害賠償責任保険事業、地震保険契約に関する事業。
包括的適用除外の対象外の保険種目において、危険の分散・平準化のために行われる共同再保険（再保険プール）に関する共同行為は、独占禁止法の_____適用除外の対象となる。,部分的
共同再保険に関する部分的適用除外の対象となる共同行為で、除外されているものは何か？,保険料率に係るもの。
保険会社が独占禁止法の適用除外となる共同行為を行うためには、誰の認可が必要か？,金融庁長官の認可。
金融庁長官が共同行為の認可をするにあたり、どの機関の同意が必要か？,公正取引委員会
保険料率の要件の一つである「安定性」を高めるため、料率算定の際に用いる統計データから何を除去する方法があるか？,異常損害
企業保険分野で適用され、保険契約者の防災努力が実際にロスの低減となって反映された場合に料率割引を行う制度を2つ挙げよ。,経験料率制度と優良戻し料率制度。
損害保険の原価は保険契約締結時点では不明であり、保険期間終了後まで分からないという性質を何というか？,原価不明
料率団体が算出した参考純率を会員会社が使用する場合、主務官庁の審査はどのように効率化されるか？,主務官庁は料率団体の届出内容から乖離した部分のみを審査すればよい。
基準料率制度において、損害保険会社や保険契約者などの利害関係人は、料率団体に対して何を求めることができるか？,基準料率に関する資料の閲覧。
自賠責保険と地震保険の基準料率は、範囲料率が実質的に適用されず、どのような料率で運営されているか？,一定料率
基礎書類のうち、保険契約の内容で一般的に共通な事項をあらかじめ規定したものは何か？,普通保険約款
保険業法における免許は、生命保険業免許と損害保険業免許の2種類があるが、同一の者が両方を受けることはできるか？,できない。
料率規制の諸方式のうち、純率部分の改定は届出後即実施できるが、経費率の変更などは事前認可が必要となる混合方式は何か？,修正事前認可制度
カリフォルニア州で住民の反発により導入された「提案103号」は、料率規制をどのような制度に転換させたか？,届出も不要の自由競争の州から、最も規制の厳しい事前認可制へと転換させた。
保険事業を営む観点からの料率要件のうち、「安定性」と「即応性」のように、互いに_____の関係にあるものもある。,背反
