ロングテールと判定された計算単位が「重要性がない」と判断される基準（重要性判定）は、直近3事業年度のある割合の平均値が何%未満の場合か。,1%
ロングテールであり、かつ重要性もある計算単位のIBNR備金は、原則としてどのような方法で計算されるか。,統計的な見積り方法
ロングテールでない、またはロングテールだが重要性がない計算単位のIBNR備金は、原則としてどのような算式で計算されるか。,要積立額ａ
告示に定められたIBNR備金の算式「要積立額a」で用いられる「既発生未報告損害支払備金積立所要額」の計算式を答えよ。,当該事業年度の翌事業年度の支払保険金＋当該事業年度の翌事業年度の普通支払備金－当該事業年度の普通支払備金
再保険契約や海外元受契約で「要積立額ａ」による算出が困難な場合に限り、用いることができるIBNR備金の算式は何か。,要積立額ｂ
「要積立額ｂ」の計算式を答えよ。,対象事業年度を含む直近3事業年度の年間発生保険金の平均額 × 1/12
監督指針によると、保険金の支払いにより取得した求償権や残存物は、回収が見込まれる金額をどのように経理処理することになっているか。,当該事業年度の支払備金から控除する。
求償権行使による回収見込額を支払備金から控除できるのは、どのような状態になった後か。,裁判の判決または当事者間の合意により金額が確定した後
保証保険などで、保険金を支払った後に求償権のみが残り、支払備金をマイナスで計上するケースがある。これを俗に何と呼ぶか。,赤備金
海外からの受再保険取引で、出再者から事故報告が得られない場合でも、合理的な方法で算出した金額を普通支払備金として積み立てるものがある。これを何というか。,アンレポート備金（外国受再保険推計備金）
支払備金の出再控除（不積立）が認められるかどうかを判断する際の最も重要な着眼点は何か。（2点）,再保険契約がリスクを確実に移転する性質のものであるか、および再保険金等の回収の蓋然性が高いか。
保険会社は、支払備金から控除した再保険部分の金額（出再支払備金）を、どこに注記することが義務付けられているか。,貸借対照表および損益計算書
統計的見積手法で用いられる、事故発生年度別・経過年度別の発生保険金の推移を表した統計データのことを何と呼ぶか。,ロスディベロップメント
チェインラダー法において、ある経過年度の累計発生保険金を前年度のそれで除して得られる係数を何というか。,ロスディベロップメントファクター（LDF）
損害保険マーケットが物保険中心から人保険・賠償保険中心へ拡大するにつれて、何評価の重要性が増大してきたか。,支払備金評価
「要積立額a」の計算式における「発生損害増加率」は、直近3事業年度の発生損害額合計を、その_____の直近3事業年度の発生損害額合計で除して算出する。,前事業年度まで
普通支払備金の積立て根拠は、保険業法施行規則第73条第1項第_____号である。,1
IBNR備金の積立て根拠は、保険業法施行規則第73条第1項第_____号である。,2
「要積立額a」の計算において、過去3事業年度のIBNR備金積立所要額の平均額が負の値になった場合、原則としてどのように扱われるか。,要積立額aはゼロとして計算される。
「要積立額b」の計算において、過去3事業年度の年間発生保険金の平均額が負の値になった場合、原則としてどのように扱われるか。,要積立額bはゼロとして計算される。
支払備金の見積り結果は、料率改定データとして_____部門へ、アンダーライティングの提言として_____部門へフィードバックされるべきである。,商品開発、引受
監督指針では、IBNRスクリーニングにおけるロングテール判定の際、支払保険金の計算において再保険による回収額を控除するか否か。,控除しない。
監督指針において、国内受再契約や海外契約のIBNRスクリーニングを行う際、事故発生年度データの把握が困難な場合に代用できるデータは何か。,保険引受年度データ
「既発生未報告損害支払備金積立所要額」の算式から、この額が純粋なIBNRだけでなく、何を含んでいることがわかるか。,既報告損害に係る支払備金の積立過不足
2006年度末決算より、保険計理人の確認業務の一つとして何が新たに追加され、支払備金見積りの健全性・透明性の確保が図られているか。,IBNR備金の適正性の確認
