MMPのメリットとして、リスクの時間分散とポートフォリオ分散による_____の節減・長期安定化が挙げられる。,再保険コスト
保険会社が保険リスクの移転を目的として、特別目的会社（SPV）を通じて投資家に発行する債券は何か？,保険リスク債券 (insurance bonds)
保険リスク債券において、所定の事故・災害が発生した場合、投資家への支払いはどうなるか？,利息・元本の一部または全部が支払または償還されない。
保険リスク債券のメリットは、資本市場から_____のない新たな再保険キャパシティを長期安定的に獲得できることである。,信用リスク
保険損害にリンクしたインデックス（震度、風速など）に基づいて価格が決まる金融派生商品を何というか？,保険リスクデリバティブ (insurance derivatives)
保険リスクデリバティブにおいて、自社ポートフォリオの損害額の動きとインデックスの動きとの相関が低いリスクを何というか？,ベーシス・リスク
ARTが抱える課題として、取引コストの問題の他に何があるか？,法律上、税法上の問題（保険性が少ないと判断され損金算入が認められないケースがあるなど）。
保険会社向けの総合的な監督指針によると、保険会社は取締役会等において何を策定する必要があるか？,的確な保有・出再政策
保有・出再政策に含めるべき基準として、どのようなものが挙げられているか？,一危険単位及び集積危険単位の保有限度額、出再先の健全性、一再保険者への集中の管理に関する基準。
監督指針では、保有・出再政策の遵守状況を確認する体制はどのようにあるべきとされているか？,各部門で自律的に確認するとともに、各部門とは独立に会社全体で確認する体制がとられていること。
受再リスク管理において、受再契約の締結にあたり、出再保険者から十分な情報を入手し、何を検討する必要があるか？,当該受再契約に関する収益性やリスク。
受再リスク管理において、主要な集積危険に関し、何を把握した上で保有限度額を超過しないよう管理する必要があるか？,予想最大損害額 (PML)
監督指針によると、損害保険会社がリスク管理体制を開示する際、主要な集積リスクである地震・台風災害リスクについて、どのような内容を開示すべきか？,適用される再保険の種類、再保険スキーム上の上限額設定にあたっての考え方等、具体的な再保険の内容。
